step,loss,accuracy,raw_gain,applied_gain,scale,mode,seed,acc,gain_raw_row,gain_raw_col,gain_raw_max,gain_applied_row,gain_applied_col,gain_applied_max,harm_scale,floor_hits,wall_time_sec
0,5.7298665046691895,0.0,1.443758249282837,1.443758249282837,1.0,harm,2,0.0,1.443758249282837,1.3548599481582642,1.443758249282837,1.443758249282837,1.3548599481582642,1.443758249282837,1.0,0,1.0960582790430635
500,4.819135665893555,0.03125,16.98358726501465,11.91641616821289,0.8596920638819373,harm,2,0.03125,16.98358726501465,15.703630447387695,16.98358726501465,11.91641616821289,11.695280075073242,11.91641616821289,0.8596920638819373,0,263.2339989610482
1000,4.823187828063965,0.03125,142.3533935546875,12.004685401916504,0.4988674750870941,harm,2,0.03125,94.2207260131836,142.3533935546875,142.3533935546875,12.004685401916504,10.664533615112305,12.004685401916504,0.4988674750870941,0,525.3868487570435
1500,4.84937858581543,0.046875,219.58348083496094,12.001344680786133,0.4534621872025405,harm,2,0.046875,144.94247436523438,219.58348083496094,219.58348083496094,12.001344680786133,10.634413719177246,12.001344680786133,0.4534621872025405,0,787.558098525973
2000,4.619941711425781,0.09375,515.4083862304688,11.977333068847656,0.3752246997060438,harm,2,0.09375,339.33544921875,515.4083862304688,515.4083862304688,11.977333068847656,10.609451293945312,11.977333068847656,0.3752246997060438,0,1049.743233619025
2500,4.640967845916748,0.0625,1131.3555908203125,12.391329765319824,0.3424401211289127,harm,2,0.0625,653.6898193359375,1131.3555908203125,1131.3555908203125,12.391329765319824,10.437983512878418,12.391329765319824,0.3424401211289127,0,1311.9714171818923
3000,4.653652667999268,0.078125,3514.1630859375,12.13896369934082,0.279531566065566,harm,2,0.078125,2061.951171875,3514.1630859375,3514.1630859375,12.13896369934082,9.768754005432129,12.13896369934082,0.279531566065566,0,1574.263154349057
3500,4.65914249420166,0.09375,13215.07421875,12.296932220458984,0.2273452028604043,harm,2,0.09375,8590.638671875,13215.07421875,13215.07421875,12.296932220458984,9.634248733520508,12.296932220458984,0.2273452028604043,0,1836.489931415068
4000,4.601760387420654,0.140625,45119.125,11.950857162475586,0.18844191296388224,harm,2,0.140625,32385.48046875,45119.125,45119.125,11.950857162475586,9.505855560302734,11.950857162475586,0.18844191296388224,0,2098.736220645951
4500,4.671346664428711,0.078125,31976.732421875,12.187114715576172,0.1932153407447174,harm,2,0.078125,27147.740234375,31976.732421875,31976.732421875,12.187114715576172,9.294143676757812,12.187114715576172,0.1932153407447174,0,2361.1147268489003
5000,4.547316551208496,0.15625,85936.3671875,12.233184814453125,0.17637926475765722,harm,2,0.15625,64824.44921875,85936.3671875,85936.3671875,12.233184814453125,9.210542678833008,12.233184814453125,0.17637926475765722,0,2623.2856132879388
5500,4.754680633544922,0.078125,61703.3125,12.114350318908691,0.17642915553064434,harm,2,0.078125,52260.046875,61703.3125,61703.3125,12.114350318908691,8.931921005249023,12.114350318908691,0.17642915553064434,0,2885.5589035130106
