step,loss,accuracy,raw_gain,applied_gain,scale,mode,seed,acc,gain_raw_row,gain_raw_col,gain_raw_max,gain_applied_row,gain_applied_col,gain_applied_max,harm_scale,floor_hits,wall_time_sec
0,5.657097816467285,0.0,1.005528450012207,1.005528450012207,1.0,harm,0,0.0,1.005528450012207,1.0024492740631104,1.005528450012207,1.005528450012207,1.0024492740631104,1.005528450012207,1.0,0,0.5188041520304978
1,5.4260640144348145,0.0,1.0049278736114502,1.0049278736114502,1.0,harm,0,0.0,1.0049278736114502,1.0018490552902222,1.0049278736114502,1.0049278736114502,1.0018490552902222,1.0049278736114502,1.0,0,0.5290580620057881
