step,loss,accuracy,raw_gain,applied_gain,scale,mode,seed,acc,gain_raw_row,gain_raw_col,gain_raw_max,gain_applied_row,gain_applied_col,gain_applied_max,harm_scale,floor_hits,wall_time_sec
0,5.729928016662598,0.0,1.443758249282837,1.1086865663528442,1.0,res_scale,2,0.0,1.443758249282837,1.3548599481582642,1.443758249282837,1.1086865663528442,1.0873653888702393,1.1086865663528442,1.0,0,1.0761849239934236
500,4.87436580657959,0.015625,4.3440775871276855,1.778702735900879,1.0,res_scale,2,0.015625,3.285099506378174,4.3440775871276855,4.3440775871276855,1.5102543830871582,1.778702735900879,1.778702735900879,1.0,0,261.33199069905095
1000,4.87448787689209,0.0,23.350757598876953,2.6605355739593506,1.0,res_scale,2,0.0,22.83414077758789,23.350757598876953,23.350757598876953,2.359347343444824,2.6605355739593506,2.6605355739593506,1.0,0,521.5630617840216
1500,4.82647705078125,0.0,62.27423095703125,2.8255715370178223,1.0,res_scale,2,0.0,62.27423095703125,54.75121307373047,62.27423095703125,2.8255715370178223,2.7427167892456055,2.8255715370178223,1.0,0,781.7183230689261
2000,4.7841339111328125,0.015625,15.677384376525879,2.0652291774749756,1.0,res_scale,2,0.015625,15.677384376525879,15.389678955078125,15.677384376525879,2.0369303226470947,2.0652291774749756,2.0652291774749756,1.0,0,1041.8342913419474
2500,4.829599380493164,0.015625,27.458518981933594,2.0145089626312256,1.0,res_scale,2,0.015625,27.458518981933594,22.142911911010742,27.458518981933594,2.0145089626312256,1.9886691570281982,2.0145089626312256,1.0,0,1301.933609923115
3000,4.831295013427734,0.03125,72.20230865478516,2.980998992919922,1.0,res_scale,2,0.03125,72.20230865478516,44.546287536621094,72.20230865478516,2.980998992919922,2.773576259613037,2.980998992919922,1.0,0,1562.0662466650829
3500,4.808043003082275,0.0,51.39283752441406,2.3999080657958984,1.0,res_scale,2,0.0,51.39283752441406,46.708030700683594,51.39283752441406,2.2637100219726562,2.3999080657958984,2.3999080657958984,1.0,0,1822.248885110952
4000,4.767910957336426,0.03125,14.902061462402344,2.593869686126709,1.0,res_scale,2,0.03125,14.902061462402344,11.736254692077637,14.902061462402344,2.593869686126709,2.4088220596313477,2.593869686126709,1.0,0,2082.501374891028
4500,4.707668304443359,0.03125,20.8792724609375,2.6165771484375,1.0,res_scale,2,0.03125,20.8792724609375,16.628602981567383,20.8792724609375,2.6165771484375,2.509798526763916,2.6165771484375,1.0,0,2342.7548783039674
5000,4.724541664123535,0.078125,26.59275245666504,2.615717887878418,1.0,res_scale,2,0.078125,26.59275245666504,21.56818389892578,26.59275245666504,2.615717887878418,2.493326425552368,2.615717887878418,1.0,0,2602.8825546919834
5500,4.746631622314453,0.046875,52.670204162597656,3.118157148361206,1.0,res_scale,2,0.046875,52.670204162597656,40.94132995605469,52.670204162597656,3.118157148361206,2.6679365634918213,3.118157148361206,1.0,0,2862.952475598082
6000,4.701033115386963,0.046875,47.19154357910156,3.100008487701416,1.0,res_scale,2,0.046875,47.19154357910156,33.64453887939453,47.19154357910156,3.100008487701416,2.6712419986724854,3.100008487701416,1.0,0,3122.9307260359637
6500,4.610876083374023,0.109375,74.57650756835938,3.1483969688415527,1.0,res_scale,2,0.109375,74.57650756835938,52.256832122802734,74.57650756835938,3.1483969688415527,2.635925769805908,3.1483969688415527,1.0,0,3382.7429352020845
7000,4.5911054611206055,0.078125,59.83672332763672,2.9451184272766113,1.0,res_scale,2,0.078125,59.83672332763672,42.468605041503906,59.83672332763672,2.9451184272766113,2.5125582218170166,2.9451184272766113,1.0,0,3642.5028125499375
7500,4.650038719177246,0.078125,50.846805572509766,2.5674822330474854,1.0,res_scale,2,0.078125,50.846805572509766,37.59489440917969,50.846805572509766,2.5188283920288086,2.5674822330474854,2.5674822330474854,1.0,0,3902.3390870839357
8000,4.589845657348633,0.0625,334.193359375,4.220534324645996,1.0,res_scale,2,0.0625,334.193359375,242.91046142578125,334.193359375,4.220534324645996,4.135403633117676,4.220534324645996,1.0,0,4161.820587193128
8500,4.708925724029541,0.0625,239.25912475585938,3.6791164875030518,1.0,res_scale,2,0.0625,239.25912475585938,166.44979858398438,239.25912475585938,3.6791164875030518,3.5926828384399414,3.6791164875030518,1.0,0,4421.491772891022
9000,4.63069486618042,0.078125,603.2706298828125,5.0494465827941895,1.0,res_scale,2,0.078125,603.2706298828125,454.9031066894531,603.2706298828125,4.580531120300293,5.0494465827941895,5.0494465827941895,1.0,0,4681.228425347945
9500,4.624781608581543,0.0625,489.2651062011719,4.839998245239258,1.0,res_scale,2,0.0625,489.2651062011719,377.066162109375,489.2651062011719,4.263625144958496,4.839998245239258,4.839998245239258,1.0,0,4940.980864451034
10000,4.663055419921875,0.0625,526.3382568359375,4.83969259262085,1.0,res_scale,2,0.0625,526.3382568359375,418.2711486816406,526.3382568359375,4.092817306518555,4.83969259262085,4.83969259262085,1.0,0,5200.671442477964
10500,4.581623077392578,0.0625,590.5972290039062,5.338891983032227,1.0,res_scale,2,0.0625,590.5972290039062,484.1349792480469,590.5972290039062,4.407491683959961,5.338891983032227,5.338891983032227,1.0,0,5460.329439632129
11000,4.890335559844971,0.015625,91.75453186035156,4.8214898109436035,1.0,res_scale,2,0.015625,83.3865966796875,91.75453186035156,91.75453186035156,3.5094618797302246,4.8214898109436035,4.8214898109436035,1.0,0,5720.163736650953
11500,4.672271251678467,0.078125,349.4794921875,6.403853893280029,1.0,res_scale,2,0.078125,227.9940185546875,349.4794921875,349.4794921875,4.503495216369629,6.403853893280029,6.403853893280029,1.0,0,5979.953975287965
12000,4.627050399780273,0.09375,278.3150329589844,7.002368927001953,1.0,res_scale,2,0.09375,171.63937377929688,278.3150329589844,278.3150329589844,4.473227500915527,7.002368927001953,7.002368927001953,1.0,0,6239.62855223706
12500,4.634139060974121,0.046875,667.854248046875,7.631300926208496,1.0,res_scale,2,0.046875,430.5594482421875,667.854248046875,667.854248046875,4.94986629486084,7.631300926208496,7.631300926208496,1.0,0,6499.33901826106
13000,4.475579261779785,0.109375,955.6466064453125,7.885190010070801,1.0,res_scale,2,0.109375,718.715087890625,955.6466064453125,955.6466064453125,5.1351318359375,7.885190010070801,7.885190010070801,1.0,0,6759.033418490086
13500,4.525569915771484,0.125,1515.2789306640625,8.292400360107422,1.0,res_scale,2,0.125,1308.669677734375,1515.2789306640625,1515.2789306640625,5.62839937210083,8.292400360107422,8.292400360107422,1.0,0,7018.748387068976
14000,4.604205131530762,0.0625,2343.6337890625,9.306507110595703,1.0,res_scale,2,0.0625,2149.74169921875,2343.6337890625,2343.6337890625,6.214234352111816,9.306507110595703,9.306507110595703,1.0,0,7278.561847124016
14500,4.445738792419434,0.109375,1239.206787109375,8.734542846679688,1.0,res_scale,2,0.109375,864.6289672851562,1239.206787109375,1239.206787109375,5.508960247039795,8.734542846679688,8.734542846679688,1.0,0,7538.294667820912
14999,4.649734973907471,0.015625,6019.4345703125,8.402430534362793,1.0,res_scale,2,0.015625,6019.4345703125,4198.67578125,6019.4345703125,6.591446399688721,8.402430534362793,8.402430534362793,1.0,0,7797.692231538007
