step,loss,accuracy,raw_gain,applied_gain,scale,mode,seed,acc,gain_raw_row,gain_raw_col,gain_raw_max,gain_applied_row,gain_applied_col,gain_applied_max,harm_scale,floor_hits,wall_time_sec
0,5.782978057861328,0.0,1.509186029434204,1.0291869640350342,1.0,mhc,0,0.0,1.509186029434204,1.3920432329177856,1.509186029434204,1.0289206504821777,1.0291869640350342,1.0291869640350342,1.0,0,4.977266532951035
25,4.995959281921387,0.015625,1.5131590366363525,1.02967369556427,1.0,mhc,0,0.015625,1.5131590366363525,1.4052824974060059,1.5131590366363525,1.02967369556427,1.0294883251190186,1.02967369556427,1.0,0,69.69331972801592
50,5.074349403381348,0.0,1.5109329223632812,1.02923583984375,1.0,mhc,0,0.0,1.5109329223632812,1.4082072973251343,1.5109329223632812,1.02923583984375,1.0287723541259766,1.02923583984375,1.0,0,148.75513812794816
75,4.909380912780762,0.0,1.5106805562973022,1.0289535522460938,1.0,mhc,0,0.0,1.5106805562973022,1.4086240530014038,1.5106805562973022,1.0289535522460938,1.0283355712890625,1.0289535522460938,1.0,0,237.3816008180147
99,4.907830715179443,0.03125,1.5079991817474365,1.030334234237671,1.0,mhc,0,0.03125,1.5079991817474365,1.4091538190841675,1.5079991817474365,1.030334234237671,1.0295777320861816,1.030334234237671,1.0,0,323.99719592300244
