step,loss,acc,gain_raw_row,gain_raw_col,gain_raw_max,gain_applied_row,gain_applied_col,gain_applied_max,harm_scale,floor_hits,wall_time_sec
0,5.782888412475586,0.0,1.509186029434204,1.392043113708496,1.509186029434204,1.509186029434204,1.392043113708496,1.509186029434204,1.0,0,0.34527748194523156
100,4.937135696411133,0.015625,1.4847837686538696,1.524551272392273,1.524551272392273,1.4847837686538696,1.524551272392273,1.524551272392273,1.0,0,23.35109685198404
200,4.92437744140625,0.03125,1.780390977859497,1.877123475074768,1.877123475074768,1.780390977859497,1.877123475074768,1.877123475074768,1.0,0,46.37277085194364
300,4.8408002853393555,0.015625,5.244805335998535,5.046189785003662,5.244805335998535,5.244805335998535,5.046189785003662,5.244805335998535,1.0,0,69.4793667178601
400,4.859631061553955,0.015625,4.853597640991211,5.394256114959717,5.394256114959717,4.853597640991211,5.394256114959717,5.394256114959717,1.0,0,92.50267630000599
500,4.801934242248535,0.015625,5.246550559997559,6.490556716918945,6.490556716918945,5.246550559997559,6.490556716918945,6.490556716918945,1.0,0,115.51110738096759
600,4.9158711433410645,0.03125,6.142679214477539,8.095748901367188,8.095748901367188,6.142679214477539,8.095748901367188,8.095748901367188,1.0,0,138.63352675293572
700,4.858608722686768,0.015625,6.3759565353393555,7.494345664978027,7.494345664978027,6.3759565353393555,7.494345664978027,7.494345664978027,1.0,0,161.64448887994513
800,4.837684631347656,0.015625,6.486993789672852,8.349786758422852,8.349786758422852,6.486993789672852,8.349786758422852,8.349786758422852,1.0,0,184.66149293188937
900,4.851500034332275,0.03125,4.831050872802734,9.099358558654785,9.099358558654785,4.831050872802734,9.099358558654785,9.099358558654785,1.0,0,207.78646195796318
1000,4.788708209991455,0.0625,6.474949836730957,7.247157096862793,7.247157096862793,6.474949836730957,7.247157096862793,7.247157096862793,1.0,0,230.7927074949257
1100,4.720459461212158,0.0625,7.1279754638671875,8.431694984436035,8.431694984436035,7.1279754638671875,8.431694984436035,8.431694984436035,1.0,0,253.9041858089622
1200,4.788260459899902,0.046875,6.59656286239624,9.705530166625977,9.705530166625977,6.59656286239624,9.705530166625977,9.705530166625977,1.0,0,276.9233007938601
1300,4.778041839599609,0.078125,6.527097702026367,10.205717086791992,10.205717086791992,6.527097702026367,10.205717086791992,10.205717086791992,1.0,0,299.9313186618965
1400,4.805431365966797,0.015625,6.562297344207764,9.95936107635498,9.95936107635498,6.562297344207764,9.95936107635498,9.95936107635498,1.0,0,323.02950106887147
1500,4.747828483581543,0.046875,7.481359004974365,10.580528259277344,10.580528259277344,7.481359004974365,10.580528259277344,10.580528259277344,1.0,0,346.0417939668987
1600,4.667985916137695,0.09375,8.139591217041016,10.710598945617676,10.710598945617676,8.139591217041016,10.710598945617676,10.710598945617676,1.0,0,369.06902753491886
1700,4.820405960083008,0.03125,7.6326446533203125,10.638285636901855,10.638285636901855,7.6326446533203125,10.638285636901855,10.638285636901855,1.0,0,392.1746078529395
1800,4.763550758361816,0.0625,8.143342971801758,11.552665710449219,11.552665710449219,8.143342971801758,11.552665710449219,11.552665710449219,1.0,0,415.1876677079126
1900,4.71243953704834,0.0625,12.537389755249023,13.967514038085938,13.967514038085938,10.44107437133789,11.441221237182617,11.441221237182617,0.9167563073148127,0,438.1889067578595
2000,4.707820892333984,0.078125,14.07789421081543,15.51801586151123,15.51801586151123,10.214897155761719,11.715051651000977,11.715051651000977,0.8598747681058369,0,461.28598804585636
2100,4.7872514724731445,0.078125,14.4859619140625,18.03521156311035,18.03521156311035,9.305794715881348,12.29383659362793,12.29383659362793,0.8033463774067303,0,484.3098534999881
2200,4.710756778717041,0.078125,15.513948440551758,19.578336715698242,19.578336715698242,9.177239418029785,12.25615119934082,12.25615119934082,0.7716771239179978,0,507.4308622509707
2300,4.751166343688965,0.046875,18.68556785583496,23.032272338867188,23.032272338867188,8.672402381896973,11.615135192871094,11.615135192871094,0.6933010691555447,0,530.4440896159504
2400,4.780440807342529,0.046875,17.3949031829834,20.90690040588379,20.90690040588379,9.240568161010742,12.184591293334961,12.184591293334961,0.7467919886691883,0,553.4623830160126
2500,4.78961181640625,0.0625,15.659797668457031,20.436145782470703,20.436145782470703,8.435953140258789,11.932998657226562,11.932998657226562,0.7450535214165924,0,576.5993944620714
2600,4.686408042907715,0.078125,16.129562377929688,20.292062759399414,20.292062759399414,9.037919998168945,12.428535461425781,12.428535461425781,0.7626824244254158,0,599.6211289588828
2700,4.770103454589844,0.09375,16.386110305786133,23.771772384643555,23.771772384643555,7.631625175476074,12.01005744934082,12.01005744934082,0.7016820990269481,0,622.6296084299684
2800,4.849802494049072,0.03125,10.152423858642578,11.3135347366333,11.3135347366333,10.152423858642578,11.3135347366333,11.3135347366333,1.0,0,645.7313054988626
2900,4.849390029907227,0.015625,10.33621597290039,11.075182914733887,11.075182914733887,10.33621597290039,11.075182914733887,11.075182914733887,1.0,0,668.7369464910589
2999,4.840646743774414,0.0,10.210247039794922,10.694717407226562,10.694717407226562,10.210247039794922,10.694717407226562,10.694717407226562,1.0,0,691.537181149004
